place,county,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,inc_10to21,rate19,rate_prior3years
Mariposa Co. Sheriff's Department,Mariposa County,0,0,2,3,0,2,3,2,4,3,4,NA,17.5,15.8
