place,county,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,inc_19to21,inc_10to21,rate21
Mariposa Co. Sheriff's Department,Mariposa County,170,214,218,190,186,189,161,184,147,115,125,183,59.1,7.6,1068.2
